imei,ts,lat,lon,color,speed
200676,2024-09-14 07:54:12+07:00,-6.364329,106.832148,red,41
200676,2024-09-14 07:54:17+07:00,-6.364756,106.832201,red,26
200676,2024-09-14 07:54:22+07:00,-6.364999,106.832201,red,5
200676,2024-09-14 07:54:27+07:00,-6.365013,106.832205,red,0
200676,2024-09-14 07:54:32+07:00,-6.365013,106.832205,red,0
200676,2024-09-14 07:55:05+07:00,-6.365573,106.832175,red,23
200676,2024-09-14 07:55:31+07:00,-6.36789,106.832031,red,35
200676,2024-09-14 07:55:38+07:00,-6.368198,106.831806,red,14
200676,2024-09-14 07:56:38+07:00,-6.368395,106.831526,red,14
200676,2024-09-14 07:57:03+07:00,-6.369845,106.830961,red,30
200676,2024-09-14 07:57:18+07:00,-6.370258,106.831035,red,0
200676,2024-09-14 07:57:51+07:00,-6.371698,106.830041,red,34
200676,2024-09-14 07:58:41+07:00,-6.371808,106.829371,red,0
200676,2024-09-14 08:00:23+07:00,-6.369723,106.825703,red,0
200676,2024-09-14 08:01:13+07:00,-6.366888,106.82455,red,21
200676,2024-09-14 08:01:30+07:00,-6.366926,106.824386,red,0
200676,2024-09-14 08:02:14+07:00,-6.366751,106.822155,red,24
200676,2024-09-14 08:02:19+07:00,-6.36647,106.82188,red,30
200676,2024-09-14 08:03:01+07:00,-6.365574,106.821536,red,27
200676,2024-09-14 08:03:42+07:00,-6.362088,106.822515,red,34
200676,2024-09-14 08:04:28+07:00,-6.361075,106.823296,red,7
200676,2024-09-14 08:04:49+07:00,-6.360451,106.824023,red,18
200676,2024-09-14 08:06:04+07:00,-6.359735,106.828298,red,37
200676,2024-09-14 08:06:55+07:00,-6.361483,106.830005,red,22
200676,2024-09-14 08:07:15+07:00,-6.361891,106.83038,red,0
200676,2024-09-14 08:08:11+07:00,-6.362705,106.831666,red,21
200676,2024-09-14 08:08:18+07:00,-6.362348,106.831758,red,22
200676,2024-09-14 08:08:26+07:00,-6.361795,106.831663,red,31
200676,2024-09-14 08:08:41+07:00,-6.360789,106.831453,red,20
200676,2024-09-14 08:08:56+07:00,-6.360611,106.831413,red,0
200676,2024-09-14 08:09:05+07:00,-6.360588,106.831411,red,6
200676,2024-09-14 08:09:11+07:00,-6.360503,106.831478,red,11
200676,2024-09-14 08:09:21+07:00,-6.360004,106.83145,red,25
200676,2024-09-14 08:09:26+07:00,-6.359653,106.831403,red,29
200676,2024-09-14 08:09:51+07:00,-6.357876,106.830988,red,31
200676,2024-09-14 08:09:56+07:00,-6.357573,106.830733,red,35
200676,2024-09-14 08:10:11+07:00,-6.356318,106.830136,red,39
200676,2024-09-14 08:11:16+07:00,-6.353406,106.831695,red,0
200676,2024-09-14 08:11:44+07:00,-6.352938,106.831744,red,0
200676,2024-09-14 08:12:12+07:00,-6.351588,106.831523,red,16
200676,2024-09-14 08:12:22+07:00,-6.351405,106.831488,red,0
200676,2024-09-14 08:12:47+07:00,-6.350673,106.831688,red,26
200676,2024-09-14 08:13:43+07:00,-6.348265,106.828063,red,35
200676,2024-09-14 08:14:23+07:00,-6.35056,106.826101,red,37
200676,2024-09-14 08:14:53+07:00,-6.353018,106.825481,red,11
200676,2024-09-14 08:15:35+07:00,-6.352356,106.825641,red,25
200676,2024-09-14 08:16:05+07:00,-6.349646,106.826456,red,20
200676,2024-09-14 08:16:10+07:00,-6.349466,106.826536,red,13
200676,2024-09-14 08:21:18+07:00,-6.348713,106.826771,red,22
200676,2024-09-14 08:22:19+07:00,-6.348386,106.829793,red,8
200676,2024-09-14 08:22:49+07:00,-6.349345,106.831905,red,42
200676,2024-09-14 08:23:34+07:00,-6.351055,106.831645,red,0
200676,2024-09-14 08:23:49+07:00,-6.351055,106.831645,red,0
200676,2024-09-14 08:25:34+07:00,-6.351216,106.831608,red,10
200676,2024-09-14 08:26:54+07:00,-6.354961,106.830975,red,36
200676,2024-09-14 08:28:45+07:00,-6.360765,106.831563,red,0
200676,2024-09-14 08:29:34+07:00,-6.36118,106.831714,red,5
200676,2024-09-14 08:30:25+07:00,-6.364678,106.832134,red,27
200676,2024-09-14 08:30:35+07:00,-6.36502,106.832175,red,0
200676,2024-09-14 08:33:38+07:00,-6.371793,106.829296,red,0
200676,2024-09-14 08:34:20+07:00,-6.37152,106.82746,red,32
200676,2024-09-14 08:35:10+07:00,-6.369861,106.825906,red,13
200676,2024-09-14 08:36:00+07:00,-6.366941,106.82478,red,26
200676,2024-09-14 08:36:01+07:00,-6.366913,106.82472,red,25
200676,2024-09-14 08:36:19+07:00,-6.366935,106.824358,red,0
200676,2024-09-14 08:36:59+07:00,-6.366566,106.822121,red,32
200676,2024-09-14 08:37:39+07:00,-6.36529,106.821491,red,23
200676,2024-09-14 08:38:24+07:00,-6.361775,106.822581,red,21
200676,2024-09-14 08:39:21+07:00,-6.360749,106.823681,red,18
200676,2024-09-14 08:39:41+07:00,-6.359921,106.824553,red,25
200676,2024-09-14 08:39:51+07:00,-6.35955,106.825035,red,20
200676,2024-09-14 08:39:56+07:00,-6.359486,106.825311,red,25
200676,2024-09-14 08:40:01+07:00,-6.359451,106.825595,red,21
200676,2024-09-14 08:40:11+07:00,-6.359421,106.825775,red,0
200676,2024-09-14 08:40:24+07:00,-6.35948,106.82596,red,13
200676,2024-09-14 08:40:56+07:00,-6.359739,106.828191,red,34
200676,2024-09-14 08:41:14+07:00,-6.360766,106.82926,red,29
200676,2024-09-14 08:41:19+07:00,-6.360986,106.829453,red,22
200676,2024-09-14 08:42:05+07:00,-6.361681,106.830166,red,15
200676,2024-09-14 08:42:50+07:00,-6.362763,106.8314,red,16
200676,2024-09-14 08:43:06+07:00,-6.362243,106.831698,red,19
200676,2024-09-14 08:43:26+07:00,-6.361358,106.831488,red,15
200676,2024-09-14 08:43:46+07:00,-6.361033,106.831503,red,0
200676,2024-09-14 08:43:51+07:00,-6.361033,106.831503,red,0
200676,2024-09-14 08:44:32+07:00,-6.360953,106.83146,red,8
200676,2024-09-14 08:44:53+07:00,-6.360655,106.831386,red,0
200676,2024-09-14 08:46:23+07:00,-6.355769,106.830283,red,36
200676,2024-09-14 08:47:23+07:00,-6.35285,106.831686,red,0
200676,2024-09-14 08:48:26+07:00,-6.351188,106.831375,red,13
200676,2024-09-14 08:49:16+07:00,-6.34843,106.829956,red,31
200676,2024-09-14 08:49:41+07:00,-6.348423,106.829418,red,0
200676,2024-09-14 08:49:56+07:00,-6.348423,106.829418,red,0
200676,2024-09-14 08:50:01+07:00,-6.348423,106.829418,red,0
200676,2024-09-14 08:50:32+07:00,-6.348286,106.828679,red,21
200676,2024-09-14 08:50:37+07:00,-6.34824,106.828361,red,24
200676,2024-09-14 08:51:27+07:00,-6.351006,106.825978,red,37
200676,2024-09-14 08:52:15+07:00,-6.352775,106.82534,red,14
200676,2024-09-14 08:53:10+07:00,-6.349215,106.826426,red,3
200676,2024-09-14 09:04:11+07:00,-6.349095,106.826453,red,13
200676,2024-09-14 09:04:46+07:00,-6.348105,106.82813,red,18
200676,2024-09-14 09:05:06+07:00,-6.348285,106.829034,red,17
200676,2024-09-14 09:05:26+07:00,-6.348351,106.82975,red,10
200676,2024-09-14 09:05:41+07:00,-6.348348,106.829898,red,4
200676,2024-09-14 09:06:16+07:00,-6.348636,106.831268,red,31
200676,2024-09-14 09:06:21+07:00,-6.348858,106.831695,red,41
200676,2024-09-14 09:06:46+07:00,-6.350685,106.831758,red,20
200676,2024-09-14 09:07:03+07:00,-6.350971,106.831769,red,5
200676,2024-09-14 09:07:32+07:00,-6.350998,106.831594,red,0
200676,2024-09-14 09:08:02+07:00,-6.351148,106.831671,red,6
200676,2024-09-14 09:08:46+07:00,-6.351925,106.831838,red,14
200676,2024-09-14 09:09:43+07:00,-6.354293,106.831556,red,26
200676,2024-09-14 09:09:53+07:00,-6.355041,106.830959,red,34
200676,2024-09-14 09:10:03+07:00,-6.355643,106.83058,red,31
200676,2024-09-14 09:10:28+07:00,-6.357906,106.830981,red,26
200676,2024-09-14 09:10:33+07:00,-6.358096,106.831096,red,20
200676,2024-09-14 09:11:03+07:00,-6.359751,106.831468,red,21
200676,2024-09-14 09:11:19+07:00,-6.360121,106.831523,red,8
200676,2024-09-14 09:11:30+07:00,-6.360426,106.83156,red,15
200676,2024-09-14 09:12:00+07:00,-6.361155,106.831726,red,0
200676,2024-09-14 09:12:45+07:00,-6.361155,106.831726,red,0
200676,2024-09-14 09:13:39+07:00,-6.364931,106.832129,red,17
200676,2024-09-14 09:14:29+07:00,-6.366683,106.83208,red,26
200676,2024-09-14 09:14:39+07:00,-6.367465,106.832103,red,29
200676,2024-09-14 09:14:49+07:00,-6.368078,106.831915,red,22
200676,2024-09-14 09:15:30+07:00,-6.368371,106.831566,red,14
200676,2024-09-14 09:15:42+07:00,-6.368938,106.831079,red,25
200676,2024-09-14 09:16:35+07:00,-6.37029,106.831126,red,7
200676,2024-09-14 09:16:41+07:00,-6.370451,106.83109,red,12
200676,2024-09-14 09:16:46+07:00,-6.370643,106.831076,red,18
200676,2024-09-14 09:17:11+07:00,-6.371663,106.829828,red,27
200676,2024-09-14 09:17:16+07:00,-6.371655,106.829536,red,20
200676,2024-09-14 09:17:51+07:00,-6.37168,106.829385,red,0
200676,2024-09-14 09:18:39+07:00,-6.371098,106.826958,red,15
200676,2024-09-14 09:18:58+07:00,-6.371041,106.826908,red,8
200676,2024-09-14 09:19:19+07:00,-6.370293,106.826174,red,24
200676,2024-09-14 09:20:00+07:00,-6.369601,106.825515,red,15
200676,2024-09-14 09:20:40+07:00,-6.366916,106.824715,red,25
200676,2024-09-14 09:20:41+07:00,-6.3669,106.824653,red,25
200676,2024-09-14 09:21:08+07:00,-6.366926,106.824346,red,0
200676,2024-09-14 09:22:26+07:00,-6.36532,106.821435,red,25
200676,2024-09-14 09:22:46+07:00,-6.363574,106.822025,red,36
200676,2024-09-14 09:23:14+07:00,-6.361243,106.822908,red,29
200676,2024-09-14 09:23:26+07:00,-6.361041,106.823333,red,0
200676,2024-09-14 09:24:13+07:00,-6.361036,106.823393,red,5
200676,2024-09-14 09:25:19+07:00,-6.35947,106.825781,red,8
200676,2024-09-14 09:25:49+07:00,-6.35969,106.828203,red,48
200676,2024-09-14 09:25:59+07:00,-6.360485,106.828966,red,45
200676,2024-09-14 09:27:15+07:00,-6.3623,106.830736,red,12
200676,2024-09-14 09:27:25+07:00,-6.362355,106.830803,red,0
200676,2024-09-14 09:27:30+07:00,-6.362355,106.830803,red,0
200676,2024-09-14 09:27:31+07:00,-6.362381,106.83083,red,5
200676,2024-09-14 09:27:41+07:00,-6.362671,106.831118,red,20
200676,2024-09-14 09:27:45+07:00,-6.362785,106.831311,red,21
200676,2024-09-14 09:28:53+07:00,-6.360685,106.831351,red,0
200676,2024-09-14 09:29:47+07:00,-6.358345,106.831063,red,32
200676,2024-09-14 09:30:02+07:00,-6.357128,106.83031,red,35
200676,2024-09-14 09:30:07+07:00,-6.356703,106.830048,red,39
200676,2024-09-14 09:30:17+07:00,-6.355799,106.830243,red,37
200676,2024-09-14 09:30:47+07:00,-6.353358,106.831736,red,2
200676,2024-09-14 09:31:24+07:00,-6.352895,106.831691,red,0
200676,2024-09-14 09:31:43+07:00,-6.35213,106.831573,red,23
200676,2024-09-14 09:32:24+07:00,-6.350811,106.83128,red,24
200676,2024-09-14 09:32:29+07:00,-6.350461,106.831351,red,25
200676,2024-09-14 09:32:59+07:00,-6.348476,106.830233,red,37
200676,2024-09-14 09:33:04+07:00,-6.348446,106.829858,red,31
200676,2024-09-14 09:33:14+07:00,-6.348439,106.829456,red,3
200676,2024-09-14 09:33:24+07:00,-6.348445,106.829458,red,0
200676,2024-09-14 09:33:29+07:00,-6.348445,106.829458,red,0
200676,2024-09-14 09:33:39+07:00,-6.348445,106.829458,red,0
200676,2024-09-14 09:33:49+07:00,-6.348445,106.829458,red,0
200676,2024-09-14 09:33:54+07:00,-6.348445,106.829458,red,0
200676,2024-09-14 09:34:04+07:00,-6.348445,106.829458,red,0
200676,2024-09-14 09:34:10+07:00,-6.348543,106.829625,red,7
200676,2024-09-14 09:34:20+07:00,-6.348545,106.829786,red,1
200676,2024-09-14 09:34:25+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:34:55+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:35:00+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:35:20+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:36:10+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:36:25+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:36:50+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:38:30+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:38:35+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:39:15+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:39:50+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:41:40+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:41:55+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:42:20+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:42:55+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:43:55+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:45:15+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:45:20+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:45:30+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:46:00+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:46:15+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:46:40+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:47:15+07:00,-6.348543,106.829791,red,0
200676,2024-09-14 09:48:03+07:00,-6.348465,106.829909,red,0
200676,2024-09-14 09:48:26+07:00,-6.34859,106.829545,red,4
200676,2024-09-14 09:48:27+07:00,-6.34859,106.829545,red,4
200676,2024-09-14 09:48:47+07:00,-6.348615,106.829506,red,2
200676,2024-09-14 09:49:29+07:00,-6.348373,106.828991,red,12
200676,2024-09-14 09:50:11+07:00,-6.3484,106.82976,red,2
200676,2024-09-14 09:50:21+07:00,-6.348396,106.829763,red,0
200676,2024-09-14 09:50:45+07:00,-6.348586,106.830608,red,36
200676,2024-09-14 09:52:06+07:00,-6.35132,106.831583,red,14
200676,2024-09-14 09:53:01+07:00,-6.353708,106.831803,red,0
200676,2024-09-14 09:53:37+07:00,-6.355013,106.831103,red,37
200676,2024-09-14 09:53:42+07:00,-6.355324,106.830846,red,29
200676,2024-09-14 09:54:07+07:00,-6.357496,106.830696,red,38
200676,2024-09-14 09:54:18+07:00,-6.358153,106.831085,red,10
200676,2024-09-14 09:54:23+07:00,-6.358258,106.83111,red,7
200676,2024-09-14 09:54:33+07:00,-6.358685,106.831275,red,27
200676,2024-09-14 09:54:43+07:00,-6.359378,106.831423,red,33
200676,2024-09-14 09:54:58+07:00,-6.360113,106.83151,red,0
200676,2024-09-14 09:55:26+07:00,-6.360855,106.831581,red,8
200676,2024-09-14 09:55:31+07:00,-6.360915,106.831619,red,0
200676,2024-09-14 09:56:09+07:00,-6.361149,106.831716,red,0
200676,2024-09-14 09:56:48+07:00,-6.361798,106.831774,red,24
200676,2024-09-14 09:57:28+07:00,-6.364966,106.832161,red,15
200676,2024-09-14 09:57:33+07:00,-6.365035,106.832178,red,0
200676,2024-09-14 09:58:22+07:00,-6.36613,106.832254,red,18
200676,2024-09-14 09:58:47+07:00,-6.367831,106.832103,red,27
200676,2024-09-14 09:59:31+07:00,-6.368223,106.831741,red,0
200676,2024-09-14 09:59:41+07:00,-6.368223,106.831741,red,0
200676,2024-09-14 09:59:49+07:00,-6.368241,106.831764,red,5
200676,2024-09-14 10:00:29+07:00,-6.370121,106.831031,red,12
200676,2024-09-14 10:00:39+07:00,-6.370266,106.831003,red,0
200676,2024-09-14 10:00:44+07:00,-6.370266,106.831003,red,0
200676,2024-09-14 10:01:42+07:00,-6.371824,106.829143,red,19
200676,2024-09-14 10:02:02+07:00,-6.37205,106.828936,red,5
200676,2024-09-14 10:02:32+07:00,-6.37191,106.828943,red,15
200676,2024-09-14 10:02:42+07:00,-6.371816,106.828731,red,13
200676,2024-09-14 10:02:57+07:00,-6.37173,106.827933,red,28
200676,2024-09-14 10:03:12+07:00,-6.371116,106.826916,red,3
200676,2024-09-14 10:03:56+07:00,-6.369899,106.8258,red,10
200676,2024-09-14 10:04:06+07:00,-6.36987,106.825785,red,0
200676,2024-09-14 10:04:11+07:00,-6.36987,106.825785,red,0
200676,2024-09-14 10:04:51+07:00,-6.36987,106.825785,red,0
200676,2024-09-14 10:05:10+07:00,-6.369734,106.825641,red,15
200676,2024-09-14 10:05:25+07:00,-6.368819,106.82508,red,38
200676,2024-09-14 10:05:56+07:00,-6.366858,106.824165,red,10
200676,2024-09-14 10:06:06+07:00,-6.366858,106.824061,red,4
200676,2024-09-14 10:06:31+07:00,-6.36681,106.823915,red,19
200676,2024-09-14 10:06:51+07:00,-6.366796,106.822568,red,36
200676,2024-09-14 10:06:56+07:00,-6.366518,106.822053,red,42
200676,2024-09-14 10:07:45+07:00,-6.365718,106.821436,red,20
200676,2024-09-14 10:07:46+07:00,-6.365718,106.821436,red,20
200676,2024-09-14 10:08:38+07:00,-6.361223,106.822876,red,22
200676,2024-09-14 10:08:43+07:00,-6.36114,106.823045,red,9
200676,2024-09-14 10:08:48+07:00,-6.361113,106.82311,red,4
200676,2024-09-14 10:08:58+07:00,-6.36111,106.823216,red,6
200676,2024-09-14 10:09:23+07:00,-6.361091,106.82327,red,0
200676,2024-09-14 10:10:14+07:00,-6.360153,106.824268,red,36
200676,2024-09-14 10:10:24+07:00,-6.359556,106.824995,red,31
200676,2024-09-14 10:10:53+07:00,-6.359433,106.825831,red,10
200676,2024-09-14 10:11:54+07:00,-6.361221,106.829699,red,0
200676,2024-09-14 10:12:14+07:00,-6.361513,106.829999,red,24
200676,2024-09-14 10:12:34+07:00,-6.361855,106.830353,red,0
200676,2024-09-14 10:12:49+07:00,-6.361855,106.830353,red,0
200676,2024-09-14 10:13:10+07:00,-6.362155,106.830651,red,16
200676,2024-09-14 10:13:31+07:00,-6.362313,106.83084,red,6
200676,2024-09-14 10:13:55+07:00,-6.362714,106.831594,red,0
200676,2024-09-14 10:14:25+07:00,-6.36114,106.831521,red,5
200676,2024-09-14 10:15:11+07:00,-6.360643,106.831358,red,10
200676,2024-09-14 10:16:01+07:00,-6.356696,106.83011,red,49
200676,2024-09-14 10:16:08+07:00,-6.355898,106.830176,red,42
200676,2024-09-14 10:16:35+07:00,-6.353801,106.831633,red,30
200676,2024-09-14 10:16:45+07:00,-6.35345,106.831656,red,0
200676,2024-09-14 10:16:55+07:00,-6.35345,106.831656,red,0
200676,2024-09-14 10:17:25+07:00,-6.352954,106.831736,red,7
200676,2024-09-14 10:17:51+07:00,-6.35204,106.831563,red,30
200676,2024-09-14 10:18:20+07:00,-6.351216,106.831476,red,12
200676,2024-09-14 10:20:33+07:00,-6.348201,106.827768,red,33
200676,2024-09-14 10:21:07+07:00,-6.351178,106.825895,red,58
200676,2024-09-14 10:21:22+07:00,-6.353316,106.825386,red,44
200676,2024-09-14 10:48:53+07:00,-6.349236,106.826574,red,10
200676,2024-09-14 10:49:03+07:00,-6.348778,106.826978,red,31
200676,2024-09-14 10:50:24+07:00,-6.349033,106.831748,red,45
200676,2024-09-14 10:51:33+07:00,-6.351351,106.831571,red,12
200676,2024-09-14 10:52:54+07:00,-6.354681,106.831345,red,37
200676,2024-09-14 10:52:59+07:00,-6.355096,106.831036,red,39
200676,2024-09-14 10:53:04+07:00,-6.355431,106.830785,red,34
200676,2024-09-14 10:53:09+07:00,-6.355868,106.83049,red,45
200676,2024-09-14 10:53:14+07:00,-6.356411,106.830221,red,51
200676,2024-09-14 10:53:24+07:00,-6.357598,106.830719,red,47
200676,2024-09-14 10:53:29+07:00,-6.357964,106.831011,red,30
200676,2024-09-14 10:53:54+07:00,-6.359979,106.831404,red,25
200676,2024-09-14 10:54:13+07:00,-6.36033,106.831473,red,13
200676,2024-09-14 10:55:33+07:00,-6.361183,106.831668,red,0
200676,2024-09-14 10:55:36+07:00,-6.361243,106.831686,red,5
200676,2024-09-14 10:55:41+07:00,-6.361429,106.83169,red,16
200676,2024-09-14 10:55:46+07:00,-6.361748,106.831741,red,25
200676,2024-09-14 10:56:21+07:00,-6.365023,106.832203,red,0
200676,2024-09-14 10:57:02+07:00,-6.36521,106.832163,red,17
200676,2024-09-14 10:57:07+07:00,-6.365505,106.832161,red,24
200676,2024-09-14 10:57:57+07:00,-6.368284,106.831723,red,0
200676,2024-09-14 10:58:07+07:00,-6.368284,106.831723,red,0
200676,2024-09-14 10:58:12+07:00,-6.368284,106.831723,red,0
200676,2024-09-14 10:58:20+07:00,-6.368271,106.831668,red,8
200676,2024-09-14 10:58:30+07:00,-6.36863,106.831335,red,25
200676,2024-09-14 10:58:35+07:00,-6.368886,106.83111,red,29
200676,2024-09-14 10:58:45+07:00,-6.369688,106.830954,red,28
200676,2024-09-14 10:59:05+07:00,-6.370318,106.831005,red,0
200676,2024-09-14 10:59:33+07:00,-6.371415,106.830346,red,40
200676,2024-09-14 10:59:43+07:00,-6.371773,106.829513,red,29
200676,2024-09-14 10:59:53+07:00,-6.371813,106.829279,red,0
200676,2024-09-14 11:00:20+07:00,-6.371933,106.829286,red,6
200676,2024-09-14 11:00:35+07:00,-6.37179,106.828523,red,26
200676,2024-09-14 11:00:55+07:00,-6.371196,106.826918,red,30
200676,2024-09-14 11:01:20+07:00,-6.370575,106.826405,red,27
200676,2024-09-14 11:02:03+07:00,-6.369781,106.825733,red,6
200676,2024-09-14 11:02:18+07:00,-6.36918,106.825243,red,30
200676,2024-09-14 11:02:23+07:00,-6.368755,106.825086,red,35
200676,2024-09-14 11:02:28+07:00,-6.368235,106.82506,red,37
200676,2024-09-14 11:02:33+07:00,-6.367779,106.825055,red,30
200676,2024-09-14 11:02:45+07:00,-6.36702,106.824798,red,28
200676,2024-09-14 11:03:24+07:00,-6.366998,106.824475,red,0
200676,2024-09-14 11:03:35+07:00,-6.367053,106.824109,red,14
